GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21800551,34,1628995,Kevin Knox II,1610612752,New York Knicks,1,8,30,Made Shot,Jump Shot,3PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,22,219,57,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,38,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,8,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,10,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,41,1628995,Kevin Knox II,1610612752,New York Knicks,1,8,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,155,199,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,43,1628436,Luke Kornet,1610612752,New York Knicks,1,7,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,199,138,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,47,1628436,Luke Kornet,1610612752,New York Knicks,1,7,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,116,245,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,51,1626144,Emmanuel Mudiay,1610612752,New York Knicks,1,6,44,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-19,57,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,58,1628995,Kevin Knox II,1610612752,New York Knicks,1,6,18,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,20,68,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,66,1626144,Emmanuel Mudiay,1610612752,New York Knicks,1,5,46,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,17,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,74,203943,Noah Vonleh,1610612752,New York Knicks,1,5,31,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,13,53,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,84,203943,Noah Vonleh,1610612752,New York Knicks,1,4,53,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-41,16,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,88,203943,Noah Vonleh,1610612752,New York Knicks,1,4,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-119,215,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,98,1628373,Frank Ntilikina,1610612752,New York Knicks,1,3,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,163,-7,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,102,1628995,Kevin Knox II,1610612752,New York Knicks,1,3,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,43,250,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,106,1628995,Kevin Knox II,1610612752,New York Knicks,1,3,6,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-62,38,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,120,1628373,Frank Ntilikina,1610612752,New York Knicks,1,2,24,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,9,41,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,139,1628995,Kevin Knox II,1610612752,New York Knicks,1,1,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,13,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,146,1628995,Kevin Knox II,1610612752,New York Knicks,1,0,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,20,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,159,1628373,Frank Ntilikina,1610612752,New York Knicks,1,0,5,Made Shot,Jump Shot,3PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-218,-13,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,167,1629019,Allonzo Trier,1610612752,New York Knicks,2,11,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,9,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,171,202683,Enes Kanter,1610612752,New York Knicks,2,11,8,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-27,34,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,180,203943,Noah Vonleh,1610612752,New York Knicks,2,10,32,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,25,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,185,1629019,Allonzo Trier,1610612752,New York Knicks,2,10,15,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,14,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,188,1629019,Allonzo Trier,1610612752,New York Knicks,2,9,47,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,4,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,200,1628373,Frank Ntilikina,1610612752,New York Knicks,2,9,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-187,151,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,202,203943,Noah Vonleh,1610612752,New York Knicks,2,9,17,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,11,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,215,202683,Enes Kanter,1610612752,New York Knicks,2,8,7,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,6,56,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,219,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,7,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-51,193,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,232,1628436,Luke Kornet,1610612752,New York Knicks,2,7,9,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,240,1629019,Allonzo Trier,1610612752,New York Knicks,2,6,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-53,242,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,243,1628436,Luke Kornet,1610612752,New York Knicks,2,6,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,226,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,248,1626144,Emmanuel Mudiay,1610612752,New York Knicks,2,5,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,117,145,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,254,1628995,Kevin Knox II,1610612752,New York Knicks,2,5,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-113,213,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,264,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,4,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,195,156,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,268,1629019,Allonzo Trier,1610612752,New York Knicks,2,3,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-147,6,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,272,1629019,Allonzo Trier,1610612752,New York Knicks,2,3,35,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-177,-13,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,276,1628995,Kevin Knox II,1610612752,New York Knicks,2,3,18,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,30,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,301,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,1,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,171,180,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,303,203943,Noah Vonleh,1610612752,New York Knicks,2,1,53,Missed Shot,Hook Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,26,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,307,202683,Enes Kanter,1610612752,New York Knicks,2,1,19,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,3,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,321,1626144,Emmanuel Mudiay,1610612752,New York Knicks,2,0,48,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,25,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,329,1626144,Emmanuel Mudiay,1610612752,New York Knicks,2,0,25,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,17,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,345,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,11,42,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-68,36,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,356,1626144,Emmanuel Mudiay,1610612752,New York Knicks,3,10,53,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-54,99,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,359,1628995,Kevin Knox II,1610612752,New York Knicks,3,10,19,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-153,195,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,367,1628995,Kevin Knox II,1610612752,New York Knicks,3,9,24,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,28,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,371,1628436,Luke Kornet,1610612752,New York Knicks,3,8,52,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-95,50,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,375,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,8,28,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,10,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,381,1628995,Kevin Knox II,1610612752,New York Knicks,3,7,50,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,18,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,396,1626144,Emmanuel Mudiay,1610612752,New York Knicks,3,6,46,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-104,20,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,402,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,6,16,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,98,237,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,406,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,5,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,13,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,410,1626144,Emmanuel Mudiay,1610612752,New York Knicks,3,5,37,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,8,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,420,202683,Enes Kanter,1610612752,New York Knicks,3,5,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-133,99,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,425,1626144,Emmanuel Mudiay,1610612752,New York Knicks,3,4,32,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-158,6,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,427,202683,Enes Kanter,1610612752,New York Knicks,3,4,27,Missed Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-25,27,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,431,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,4,16,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,13,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,442,1628995,Kevin Knox II,1610612752,New York Knicks,3,3,49,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,53,39,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,454,1626144,Emmanuel Mudiay,1610612752,New York Knicks,3,3,16,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-8,22,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,456,202683,Enes Kanter,1610612752,New York Knicks,3,3,13,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,458,202683,Enes Kanter,1610612752,New York Knicks,3,3,11,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,462,202683,Enes Kanter,1610612752,New York Knicks,3,2,34,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,8,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,476,1629019,Allonzo Trier,1610612752,New York Knicks,3,2,14,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,127,89,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,487,1629019,Allonzo Trier,1610612752,New York Knicks,3,1,21,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-62,197,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,492,202683,Enes Kanter,1610612752,New York Knicks,3,0,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,36,142,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,496,1629019,Allonzo Trier,1610612752,New York Knicks,3,0,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,11,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,501,202683,Enes Kanter,1610612752,New York Knicks,3,0,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,10,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,509,1628422,Damyean Dotson,1610612752,New York Knicks,4,11,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,195,151,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,512,1628995,Kevin Knox II,1610612752,New York Knicks,4,10,54,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-35,223,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,516,202683,Enes Kanter,1610612752,New York Knicks,4,10,36,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-8,54,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,525,1628373,Frank Ntilikina,1610612752,New York Knicks,4,10,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-60,246,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,529,1628422,Damyean Dotson,1610612752,New York Knicks,4,9,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,119,169,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,533,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,9,6,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,11,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,539,203943,Noah Vonleh,1610612752,New York Knicks,4,8,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,10,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,560,1628373,Frank Ntilikina,1610612752,New York Knicks,4,7,22,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,16,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,562,1628436,Luke Kornet,1610612752,New York Knicks,4,6,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-141,251,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,564,1626144,Emmanuel Mudiay,1610612752,New York Knicks,4,6,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-212,117,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,568,1626144,Emmanuel Mudiay,1610612752,New York Knicks,4,6,14,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-127,149,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,584,1628995,Kevin Knox II,1610612752,New York Knicks,4,5,42,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,15,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,588,1626144,Emmanuel Mudiay,1610612752,New York Knicks,4,5,13,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,8,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,591,1626144,Emmanuel Mudiay,1610612752,New York Knicks,4,4,50,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-11,127,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,602,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,3,47,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,20,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,621,203943,Noah Vonleh,1610612752,New York Knicks,4,2,41,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,17,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,625,1626144,Emmanuel Mudiay,1610612752,New York Knicks,4,2,21,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,16,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,630,1628436,Luke Kornet,1610612752,New York Knicks,4,1,45,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-220,6,1,1,20190101,DEN,NYK
Shot Chart Detail,21800551,639,1626144,Emmanuel Mudiay,1610612752,New York Knicks,4,0,55,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-35,97,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,660,1626144,Emmanuel Mudiay,1610612752,New York Knicks,4,0,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,117,230,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,662,1628436,Luke Kornet,1610612752,New York Knicks,4,0,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-114,246,1,0,20190101,DEN,NYK
Shot Chart Detail,21800551,672,1626144,Emmanuel Mudiay,1610612752,New York Knicks,4,0,14,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-17,26,1,0,20190101,DEN,NYK
Shot Chart Detail,21800574,9,203943,Noah Vonleh,1610612752,New York Knicks,1,11,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-148,216,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,13,1628436,Luke Kornet,1610612752,New York Knicks,1,10,59,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,114,86,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,15,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,10,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-185,228,1,1,20190104,LAL,NYK
Shot Chart Detail,21800574,19,203943,Noah Vonleh,1610612752,New York Knicks,1,10,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-157,201,1,1,20190104,LAL,NYK
Shot Chart Detail,21800574,27,1626144,Emmanuel Mudiay,1610612752,New York Knicks,1,9,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-143,210,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,31,1628995,Kevin Knox II,1610612752,New York Knicks,1,9,20,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,23,1,1,20190104,LAL,NYK
Shot Chart Detail,21800574,34,203943,Noah Vonleh,1610612752,New York Knicks,1,8,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,173,181,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,38,1628995,Kevin Knox II,1610612752,New York Knicks,1,8,28,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,36,1,1,20190104,LAL,NYK
Shot Chart Detail,21800574,42,1626144,Emmanuel Mudiay,1610612752,New York Knicks,1,8,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,33,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,47,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,7,44,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,209,1,1,20190104,LAL,NYK
Shot Chart Detail,21800574,51,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,7,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,107,251,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,55,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,6,57,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,22,1,1,20190104,LAL,NYK
Shot Chart Detail,21800574,59,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,6,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-143,243,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,69,1626144,Emmanuel Mudiay,1610612752,New York Knicks,1,6,19,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,21,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,75,1628995,Kevin Knox II,1610612752,New York Knicks,1,6,0,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,16,1,1,20190104,LAL,NYK
Shot Chart Detail,21800574,79,203943,Noah Vonleh,1610612752,New York Knicks,1,5,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,5,1,1,20190104,LAL,NYK
Shot Chart Detail,21800574,81,1628995,Kevin Knox II,1610612752,New York Knicks,1,4,58,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-2,43,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,95,1628436,Luke Kornet,1610612752,New York Knicks,1,4,36,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,43,105,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,97,203943,Noah Vonleh,1610612752,New York Knicks,1,4,31,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,26,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,99,1628436,Luke Kornet,1610612752,New York Knicks,1,4,27,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,113,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,3,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,29,259,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,117,202683,Enes Kanter,1610612752,New York Knicks,1,3,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,26,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,122,1628422,Damyean Dotson,1610612752,New York Knicks,1,3,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,127,239,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,126,203504,Trey Burke,1610612752,New York Knicks,1,2,42,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,3,52,1,0,20190104,LAL,NYK
Shot Chart Detail,21800574,130,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,2,31,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,7,1,1,20190104,LAL,NYK
Shot Chart Detail,21800574,138,202683,Enes Kanter,1610612752,New York Knicks,1,2,2,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,5,48,1,1,20190104,LAL,NYK
Shot Chart Detail,21800574,148,202683,Enes Kanter,1610612752,New York Knicks,1,1,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,2,268,1,1,20190104,LAL,NYK
