GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21800251,414,1628373,Frank Ntilikina,1610612752,New York Knicks,3,3,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-123,251,1,0,20181120,NYK,POR
Shot Chart Detail,21800251,429,1628373,Frank Ntilikina,1610612752,New York Knicks,3,2,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,92,107,1,1,20181120,NYK,POR
Shot Chart Detail,21800251,437,203943,Noah Vonleh,1610612752,New York Knicks,3,1,28,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,0,1,0,20181120,NYK,POR
Shot Chart Detail,21800251,450,1628373,Frank Ntilikina,1610612752,New York Knicks,3,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Back Court(BC),Back Court Shot,42,140,401,1,0,20181120,NYK,POR
Shot Chart Detail,21800251,462,1629019,Allonzo Trier,1610612752,New York Knicks,4,11,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-63,200,1,1,20181120,NYK,POR
Shot Chart Detail,21800251,464,1629019,Allonzo Trier,1610612752,New York Knicks,4,10,48,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,10,1,0,20181120,NYK,POR
Shot Chart Detail,21800251,473,203504,Trey Burke,1610612752,New York Knicks,4,10,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,7,1,1,20181120,NYK,POR
Shot Chart Detail,21800251,477,203504,Trey Burke,1610612752,New York Knicks,4,9,41,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-78,144,1,1,20181120,NYK,POR
Shot Chart Detail,21800251,480,1628995,Kevin Knox II,1610612752,New York Knicks,4,9,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,30,265,1,0,20181120,NYK,POR
Shot Chart Detail,21800251,489,1629019,Allonzo Trier,1610612752,New York Knicks,4,8,31,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,101,21,1,1,20181120,NYK,POR
Shot Chart Detail,21800251,491,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,7,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,97,42,1,0,20181120,NYK,POR
Shot Chart Detail,21800251,498,203504,Trey Burke,1610612752,New York Knicks,4,7,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,63,251,1,1,20181120,NYK,POR
Shot Chart Detail,21800251,502,203504,Trey Burke,1610612752,New York Knicks,4,6,54,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,10,1,0,20181120,NYK,POR
Shot Chart Detail,21800251,504,1629011,Mitchell Robinson,1610612752,New York Knicks,4,6,54,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,12,1,1,20181120,NYK,POR
Shot Chart Detail,21800251,528,203504,Trey Burke,1610612752,New York Knicks,4,6,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,124,230,1,1,20181120,NYK,POR
Shot Chart Detail,21800251,542,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,5,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,92,123,1,0,20181120,NYK,POR
Shot Chart Detail,21800251,546,203504,Trey Burke,1610612752,New York Knicks,4,4,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,5,1,1,20181120,NYK,POR
Shot Chart Detail,21800251,558,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,3,51,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-7,134,1,0,20181120,NYK,POR
